,tweet,sarcastic
1116,is it just me or do they keep taking the associate on and off netflix,0
1117,i’ve decided that i’m ready for the schrute farms offshoot show now,0
1118,you know you live in a city when you refer to crumbs as “roach snacks”,0
1119,but you get to see me,0
1120,anyone selling a parklife weekend ticket,0
1121,so proud of you,0
1122,taking spanish at ut was not my best decision ,0
1123,cold weather please hurry i want to wear sweaters again ,0
1124,crocheting is hard,0
1125,the curious george soundtrack radicalized me at the tender age of four,0
1126,rom coms from the 2000s are simply built different,0
1127,my favorite brand of old people are the ones who work as tour guides at national parks,0
1128,yesterday 4 dinner i just had rice w sriracha sauce on it and it was arguably the best meal i have had in a while,0
1129,why was suite life on deck not called zack and cody on a boaty missed opportunity,0
1130,excited to start my new hobby of standing in the lgbtq section of the feminist bookstore and look hot and mysterious until i get noticed,0
1131,my tolerance for heat is near zero sweating putting washing out ,0
1132,just had my windows cleaned and i feel posh lmao,0
1133,i hate how anti vaxxers have ruined everything trying to find information on vaccine side effects and it is plagued with morons,0
1134,i forgot to kip,0
1135,pub crawl pub crawl pub crawl pub crawl pub crawl there are pubs and i am crawling too them,0
1136,i want one of those ninja insects you know the guys,0
1137,why is someone jackhammering at 8am omfg,0
1138,i want a bloomin’ onion,0
1139,now that i’m working in the commercial talent business i can’t help but wonder how much jake from state farm gets paid i think about it every time i see a sf commercial,0
1140,poor steve clifford next hire has to be right to get us from a to b magic,0
1141,making the leap from topshotofficially purchased my membership this morning very excited thank you and team  very easy process,0
1142,also hopefully and presumably the magic front office continuing to do right by players give an opportunity  develop  let them go to a better situation that is the way to do it,0
1143,going to class,0
1144,going to class,0
1145,can some1 do my geometry hw,0
1146,i hate when people rag on arthur’s name without knowing the meaning behind it arthur was named after mikeys great great uncle who committed suicide at the age of 30 grandpa says he was one of the most generous men he ever knew and was a very special guy to grandpa ,0
1147,maxwell arthur’s middle name is grandpa’s name so he has a piece of two very important people of mikeys family grandpa is a incredible guy and this was probably the only thing at this point that we could give him to make him feel appreciated and loved grandpa loves his name,0
1148,want another piercing ,0
1149,trader joes candy cane joejoes are pure crack and i cave to them every year,0
1150,at the point in my life where my body keeps developing new allergies my metabolism has slowed hangovers are no joke anymore and now i can not eat several of my favorite fruits screw wrinkles this is the reason why people are afraid of getting old,0
1151,sitting on our new leather sofa windows open rain outside candle burning sex and the city on glass of rosé in hand this is it this is a pure vibe,0
1152,please do your job or resign enough is enough,0
1153,i have zero tampons and 25 weeks to figure it out ,0
1154,damn at my wedding we drank enough to make up for the no shows ,0
1155,my bank account when i’m bored and online shop during work,0
1156,as a kid i definitely thought i’d come into contact with quick sand way more than i have,0
1157,5 star personality 48 star uber rating,0
1158,my president,0
1159,luka7doncic anyway you’d want to come to the jazz,0
1160,you know it’s bad when your vet texts you to check in on your dogs diet thicc,0
1161,if nick lachey wins tms i will be so bitter,0
1162,just realized i don’t have more than 3 full weeks in a row at work the rest of the year ‍,0
1163,that rest stop was so stressful i forgot to pee ,0
1164,recording myself talking in spanish and then having to listen to it back is seriously one of the most painful things in my life,0
1165,youve heard of coffee enemas now get ready for coffee bidets,0
1166,its my party and ill shit if i want to,0
1167,hmmmmmmm four days off for the holiday  crappy weather  mini personal writing retreat i like it i like it a lot,0
1168,just asked a patient if she would like to schedule for the same time next week and she said no but it was nice meeting you well fair enough ,0
1169,why am i so tired and also why is the answer always chronic pain,0
